2014,Audi,R8,8,7,8,8,7,38,5,5,8,2,8,28,66,16:31,https://www.youtube.com/watch?v=xZAV8Fy98Is,Birmingham,Michigan,Germany
2018,Jeep,Grand Cherokee Trackhawk,6,9,5,7,6,33,7,6,6,8,6,33,66,25:42,https://www.youtube.com/watch?v=ek_aZC4KIQM,Annapolis,Maryland,USA
2018,Lexus,LC 500,8,7,6,6,6,33,8,6,10,3,6,33,66,20:00,https://www.youtube.com/watch?v=giIP0XdT7SA&t=5s,East Haven,Connecticut,Japan
2020,Audi,SQ7,6,7,5,5,5,28,9,7,7,9,6,38,66,13:23,https://www.youtube.com/watch?v=KFMkE6wK2iA,Santa Ana,California,Germany
2022,Ford,F-150 Lightning,5,7,3,6,6,27,8,7,7,9,7,38,65,29:18,https://www.youtube.com/watch?v=Bq5EwFRab6Q,San Antonio,Texas,USA
2022,Audi,S8,6,8,6,5,5,30,8,8,8,5,6,35,65,21:23,https://www.youtube.com/watch?v=tHzSK-wEkQQ&t=451s,San Diego,California,Germany
2020,Audi,S8,6,8,6,5,5,30,8,8,8,5,6,35,65,23:40,https://www.youtube.com/watch?v=4JW7a9PgTpU,Santa Ana,California,Germany
2022,Hyundai,Ioniq 5 Limited,7,5,5,5,6,28,8,7,7,9,6,37,65,23:21,https://www.youtube.com/watch?v=BReRIxqO_Lg,San Diego,California,South Korea
2022,BMW,i4 M50,6,8,6,6,5,31,8,7,7,6,6,34,65,24:54,https://www.youtube.com/watch?v=qmqm5FrRN8A,San Diego,California,Germany
2022,BMW,iX xDrive50,4,7,5,6,6,28,9,8,7,7,6,37,65,31:02,https://www.youtube.com/watch?v=OuWmTXphMCo&t=1s,San Diego,California,Germany
2022,Cadillac,CT4-V Blackwing,6,8,6,7,6,33,8,7,6,5,6,32,65,15:52,https://www.youtube.com/watch?v=rfRAWBpH9W0,San Diego,California,USA
2017,Ford,F-150 Raptor,7,5,4,7,6,29,7,7,7,8,7,36,65,13:24,https://www.youtube.com/watch?v=vUUPPzPxVEM,Philadelphia,Pennsylvania,USA
2021,BMW,M4 Competition,6,8,7,7,6,34,8,6,7,4,6,31,65,14:36,https://www.youtube.com/watch?v=2jsYzCtdR2E,Santa Ana,California,Germany
2021,Mercedes - Maybach,GLS600,6,6,4,4,6,26,9,9,9,7,5,39,65,29:54,https://www.youtube.com/watch?v=xTm6b6mQTIQ,San Diego,California,Germany
2015,Mercedes - Benz,CLS63 Shooting Brake,7,7,6,6,7,33,6,6,7,7,6,32,65,22:26,https://www.youtube.com/watch?v=srtWMLmA5bs&t=385s,Los Angeles,California,Germany
2020,McLaren,620R,7,10,10,10,7,44,6,2,6,2,5,21,65,12:32,https://www.youtube.com/watch?v=tCmLphLR2vg,San Diego,California,UK
2021,Ford,Mustang Mach-E Premium,6,6,5,6,5,28,8,7,7,9,6,37,65,9:09,https://www.youtube.com/watch?v=c4n5iPqxpaw&t=2s,Los Angeles,California,USA
2021,Aston Martin,Vantage Roadster,8,8,8,8,7,39,6,6,7,2,5,26,65,22:23,https://www.youtube.com/watch?v=3GxemG-fkc4,San Diego,California,UK
2017,Mercedes-Maybach,S650 Cabriolet,7,7,5,5,6,30,8,9,8,4,6,35,65,28:41,https://www.youtube.com/watch?v=ezpvGqjur_o,Temecula,California,Germany
2019,Jaguar,XE SV Project 8,6,9,7,8,6,36,6,6,7,5,5,29,65,25:56,https://www.youtube.com/watch?v=j04LfXCgBfo&t=209s,San Diego,California,UK
2019,Maserati ,Levante Trofeo,6,8,6,6,5,31,8,6,6,8,6,34,65,10:05,https://www.youtube.com/watch?v=QP9-9A5_GqU&t=153s,Ontario,California,Italy
2019,BMW,M2 Competition,6,8,8,8,6,36,6,5,7,4,7,29,65,10:44,https://www.youtube.com/watch?v=PDEt6z0pQg0,Los Angeles,California,Germany
2017,Nissan,GT-R Nismo,6,10,9,8,7,40,6,3,7,4,5,25,65,20:26,https://www.youtube.com/watch?v=QWU9YsxXPqw,Upland,California,Japan
1988,Porsche,959,6,8,7,8,10,39,4,5,6,4,7,26,65,35:21,https://www.youtube.com/watch?v=GxBzTVoFHXQ,Newport Beach,California,Germany
2013,Mercedes-Benz,SLS AMG Black Series,8,8,9,9,8,42,5,4,7,2,5,23,65,20:43,https://www.youtube.com/watch?v=DB0bkI5arCk,Upland,California,Germany
2012,Mercedes-Benz,SLS AMG,8,8,9,9,7,41,5,4,7,2,6,24,65,10:36,https://www.youtube.com/watch?v=6B0uUg0GKTg,Tysons Corner,Virginia,Germany
2016,Porsche,911R,7,8,9,9,8,41,6,4,9,2,3,24,65,15:37,https://www.youtube.com/watch?v=FCbsubFEUxQ,Birmingham,Michigan,Germany
2008,Mercedes-Benz,CLK63 AMG Black Series,9,7,8,9,7,40,4,4,6,3,8,25,65,22:01,https://www.youtube.com/watch?v=lGD551Gwqj8,West Chester,Pennsylvania,Germany
2019,Chevrolet,Corvette ZR1,6,10,8,8,7,39,6,3,6,3,8,26,65,25:20,https://www.youtube.com/watch?v=FHu8iWUaXDE,Annapolis,Maryland,USA
